Composite.Element.Name	Composite.Element.Database.Entry[hugo]
ADXCRAD_AB001733_x_at	IGLJ3
ADXCRAD_AU147096_at	
ADXCRAD_AU147096_x_at	
ADXCRAD_AU145361_at	
ADXCRAD_AU145361_x_at	
ADXCRAD_AK022191_x_at	LOC730420
ADXCRAD_AK024580_at	
ADXCRAD_AK024580_x_at	
ADXCRAD_AK026286_at	
ADXCRAD_AK026914_at	
ADXCRAD_AK026914_x_at	
ADXCRAD_AF315325_at	CYP3A7
ADXCRAD_AF315325_x_at	CYP3A7
ADXCRAD_AK022413_x_at	LOC728678
ADXCRAD_BE156526_at	
ADXCRAD_BE156526_x_at	MSH3
ADXCRAD_AF155810_s_at	SLC25A14
ADXCRAD_AK026743_s_at	
ADXCRAD_U27332_s_at	FUT6
ADXCRAD_AK025173_at	
ADXCRAD_AK025291_s_at	PPP1R12B
ADXCRAD_AK024599_x_at	PLK1
ADXCRAD_AK022022_at	
ADXCRAD_AK022181_at	
ADXCRAD_AK022181_x_at	
ADXCRAD_M87268_at	
ADXCRAD_M87268_x_at	
ADXCRAD_AK000677_at	
ADXCRAD_AL078591_at	FAM135A
ADXCRAD_AK021973_at	SOBP
ADXCRAD_AK021973_x_at	SOBP
ADXCRAD_AU156625_at	
ADXCRAD_AK023304_at	
ADXCRAD_AK023304_x_at	
ADXCRAD_AK022046_x_at	DAPK1
ADXCRAD_AA805082_at	
ADXCRAD_AB033102_s_at	KIAA1276
ADXCRAD_AU144623_at	ASB7
ADXCRAD_AK026753_at	CRTC1
ADXCRAD_AK026753_x_at	RIN2
ADXCRAD_AK025909_s_at	
ADXCRAD_AU158444_at	CD99L2
ADXCRAD_AK021824_x_at	
ADXCRAD_AK025277_at	TNRC6A
ADXCRAD_AK021982_at	
ADXCRAD_AK021982_x_at	
ADXCRAD_AK025631_at	POLH
ADXCRAD_BG230612_at	WIPF2
ADXCRAD_AK000119_at	
ADXCRAD_AK022655_x_at	SGEF
ADXCRAD_AK022478_s_at	SBF2
ADXCRAD_N95026_at	RBM9
ADXCRAD_AK023297_s_at	MOV10
ADXCRAD_AK022078_x_at	SMYD4
ADXCRAD_AK021981_at	
ADXCRAD_AA768028_at	OTUD5
ADXCRAD_AA768028_x_at	OTUD5
ADXCRAD_AK024883_at	ZNF403
ADXCRAD_AK022801_at	
ADXCRAD_AK022801_x_at	
ADXCRAD_AL110135_at	
ADXCRAD_AL110135_x_at	
ADXCRAD_AA758732_at	
ADXCRAD_AK026891_x_at	ZNF445
ADXCRAD_AF119847_at	
ADXCRAD_AU155524_at	TANC1
ADXCRAD_AI680192_at	PIK3R1
ADXCRAD_AI680192_x_at	PIK3R1
ADXCRAD_AU155494_at	
ADXCRAD_AU146742_at	
ADXCRAD_AU146017_at	LOC731312
ADXCRAD_AU147104_at	
ADXCRAD_AU147104_x_at	
ADXCRAD_AU155030_at	
ADXCRAD_AU155112_at	
ADXCRAD_AK026716_at	ZNF81
ADXCRAD_AK023369_s_at	STIM2
ADXCRAD_AK024629_at	
ADXCRAD_AK025190_x_at	LARS2
ADXCRAD_AA972711_s_at	ZNF292
ADXCRAD_BF433429_at	TCF4
ADXCRAD_AK025218_x_at	LOC653786
ADXCRAD_AK025030_at	
ADXCRAD_AK025286_at	
ADXCRAD_D42044_at	LOC284513
ADXCRAD_AK025317_x_at	RPL32P3
ADXCRAD_AK025055_at	
ADXCRAD_AK024935_at	
ADXCRAD_AK024968_at	BCAS1
ADXCRAD_AK024968_x_at	BCAS1
ADXCRAD_AL162055_x_at	TSPAN7
ADXCRAD_AL122039_at	
ADXCRAD_AL122039_x_at	
ADXCRAD_AK000795_at	
ADXCRAD_AK000182_x_at	SLC2A13
ADXCRAD_AL110230_at	
ADXCRAD_AL117453_at	
ADXCRAD_BE503381_at	KIAA0241
ADXCRAD_AL359941_at	
ADXCRAD_AL359941_x_at	
ADXCRAD_AK024901_at	
ADXCRAD_AK025063_at	FAM84A
ADXCRAD_AF103591_at	
ADXCRAD_AB011132_at	AQR
ADXCRAD_AV728526_at	DTX4
ADXCRAD_AV728526_x_at	DTX4
ADXCRAD_AL049349_at	MSRA
ADXCRAD_AL566299_at	BRE
ADXCRAD_AK024988_at	
ADXCRAD_AK024988_x_at	
ADXCRAD_AL050124_at	
ADXCRAD_AK000090_x_at	KIAA2018
ADXCRAD_AL137494_at	
ADXCRAD_AL137494_x_at	
ADXCRAD_BE963238_at	
ADXCRAD_AK024907_at	
ADXCRAD_AK024907_x_at	
ADXCRAD_AK026385_x_at	
ADXCRAD_AK027219_at	
ADXCRAD_AI628605_at	SOS2
ADXCRAD_AK026692_at	CAPN13
ADXCRAD_AK026692_x_at	CAPN13
ADXCRAD_BE674960_at	C6orf26
ADXCRAD_Z83801_s_at	DNAH7
ADXCRAD_M80651_x_at	LIMD1
ADXCRAD_AK026655_at	RPL23AP4
ADXCRAD_AU154785_at	LOC92249
ADXCRAD_AU154785_s_at	LOC92249
ADXCRAD_AK025047_at	
ADXCRAD_AK025047_x_at	
ADXCRAD_AK024914_at	
ADXCRAD_AC006530_at	MLH3
ADXCRAD_AC006530_x_at	MLH3
ADXCRAD_AJ224082_at	RPL7AP10
ADXCRAD_L21961_at	
ADXCRAD_AK022662_s_at	RASAL2
ADXCRAD_R59093_at	
ADXCRAD_R59093_x_at	
ADXCRAD_BE222709_at	
ADXCRAD_AL138828_at	FAM54A
ADXCRAD_AL035604_at	
ADXCRAD_AL035604_x_at	
ADXCRAD_AI741469_at	MTAC2D1
ADXCRAD_AI741469_x_at	MTAC2D1
ADXCRAD_AA343057_at	
ADXCRAD_D81713_at	
ADXCRAD_AW149492_at	GOSR2
ADXCRAD_AI910895_at	
ADXCRAD_AW005457_at	GOSR2
ADXCRAD_AU154486_at	SMC2
ADXCRAD_AI807206_at	ZDHHC21
ADXCRAD_BF956762_at	MEG3
ADXCRAD_BF956762_x_at	MEG3
ADXCRAD_AI699847_x_at	
ADXCRAD_AI809831_s_at	TRIM38
ADXCRAD_W47179_at	CTSB
ADXCRAD_W47179_x_at	CTSB
ADXCRAD_BE327172_at	
ADXCRAD_BE564430_at	
ADXCRAD_BE564430_x_at	
ADXCRAD_AV683244_at	FNBP4
ADXCRAD_AV683244_s_at	FNBP4
ADXCRAD_BF195994_at	
ADXCRAD_AA565051_s_at	
ADXCRAD_BE778059_at	ZBTB7B
ADXCRAD_AW297731_at	
ADXCRAD_AW297731_x_at	
ADXCRAD_AW296028_at	
ADXCRAD_AW296028_x_at	
ADXCRAD_AB018322_s_at	TMCC1
ADXCRAD_AI479277_at	
ADXCRAD_AA911235_at	MSTP9
ADXCRAD_Z37544_at	PLCB3
ADXCRAD_AW157712_at	CCDC112
ADXCRAD_AW157712_x_at	CCDC112
ADXCRAD_AI560720_at	RPN2
ADXCRAD_AW148862_at	
ADXCRAD_R52665_s_at	CBLN3
ADXCRAD_R52665_x_at	CBLN3
ADXCRAD_AW242701_at	
ADXCRAD_AI025829_x_at	
ADXCRAD_AA736589_s_at	RDH13
ADXCRAD_AI745526_at	SPDEF
ADXCRAD_AI090141_at	KSR1
ADXCRAD_AU155515_at	RPL37A
ADXCRAD_AU155515_s_at	RPL37A
ADXCRAD_AI674107_at	DYX1C1
ADXCRAD_AA610122_at	BMP8B
ADXCRAD_BF032500_at	C20orf133
ADXCRAD_AA523289_at	AHNAK
ADXCRAD_AA262171_s_at	INTS6
ADXCRAD_AL042733_at	
ADXCRAD_AI627532_at	
ADXCRAD_AV747725_s_at	EIF5A2
ADXCRAD_AI400209_at	
ADXCRAD_AA748649_at	YY1
ADXCRAD_AI307760_at	
ADXCRAD_AI445255_at	
ADXCRAD_BF435591_at	LRCH3
ADXCRAD_AI935586_at	
ADXCRAD_AI887866_at	KIAA0746
ADXCRAD_AA570453_at	
ADXCRAD_BF108778_at	
ADXCRAD_AA744520_at	DFNB59
ADXCRAD_AW305119_at	
ADXCRAD_BF033855_at	
ADXCRAD_BF033855_x_at	
ADXCRAD_BG403162_s_at	
ADXCRAD_BG389831_at	
ADXCRAD_BG389831_x_at	
ADXCRAD_R24779_at	C22orf25
ADXCRAD_R24779_x_at	C22orf25
ADXCRAD_AA838274_at	RPL14
ADXCRAD_AA682499_s_at	KLC3
ADXCRAD_X89271_s_at	AGTRL1
ADXCRAD_BF512190_s_at	
ADXCRAD_AL050391_at	CASP4
ADXCRAD_AL050391_x_at	CASP4
ADXCRAD_AW058673_s_at	ZNF117
ADXCRAD_AI040887_at	ARHGEF7
ADXCRAD_AW451236_at	
ADXCRAD_AI274840_at	ORC2L
ADXCRAD_N66727_at	
ADXCRAD_N66727_x_at	
ADXCRAD_AB011152_s_at	CENTD1
ADXCRAD_AA883493_at	CLCC1
ADXCRAD_AA883493_x_at	CLCC1
ADXCRAD_AI417897_s_at	C3orf14
ADXCRAD_AI299828_at	
ADXCRAD_AI299828_x_at	
ADXCRAD_AI766279_at	
ADXCRAD_AI583530_at	RHOJ
ADXCRAD_AI186145_at	
ADXCRAD_AA889628_at	
ADXCRAD_AW291023_at	PML
ADXCRAD_BE748802_at	C11orf58
ADXCRAD_AI631888_at	
ADXCRAD_AI624156_s_at	
ADXCRAD_AI640483_at	RNF149
ADXCRAD_AI640483_s_at	RNF149
ADXCRAD_T96989_at	
ADXCRAD_T96989_s_at	
ADXCRAD_AL042052_at	LAS1L
ADXCRAD_AI810054_at	
ADXCRAD_AI810054_x_at	
ADXCRAD_AA354181_at	KIAA1627
ADXCRAD_AA682539_at	
ADXCRAD_BF056791_at	
ADXCRAD_AI590659_at	ALKBH8
ADXCRAD_AI590659_x_at	ALKBH8
ADXCRAD_BF476152_at	
ADXCRAD_BF476152_s_at	
ADXCRAD_AI694059_at	
ADXCRAD_BE870509_at	MET
ADXCRAD_AI913329_at	C19orf29
ADXCRAD_AI913329_x_at	C19orf29
ADXCRAD_AK000485_x_at	RTEL1
ADXCRAD_AA530995_at	
ADXCRAD_BF213953_at	CCDC138
ADXCRAD_AW058580_at	
ADXCRAD_AA974416_at	PPP2R2B
ADXCRAD_AI313160_at	
ADXCRAD_AI436217_s_at	
ADXCRAD_BE857570_at	
ADXCRAD_BE894882_at	
ADXCRAD_AI685944_at	LOC642732
ADXCRAD_AI685944_x_at	LOC642732
ADXCRAD_BF062156_s_at	
ADXCRAD_AW592510_at	
ADXCRAD_AA161026_x_at	LOC729453
ADXCRAD_BF447246_at	THSD7A
ADXCRAD_BF445047_at	EMP1
ADXCRAD_AI677905_at	KLB
ADXCRAD_AW157450_at	
ADXCRAD_AW134976_at	KIAA0984
ADXCRAD_BF476502_at	MPPE1
ADXCRAD_AA523939_at	NR4A2
ADXCRAD_AI742626_at	HRB
ADXCRAD_N51708_at	
ADXCRAD_N51708_x_at	
ADXCRAD_AW242315_at	PTGER3
ADXCRAD_AF007132_at	ABHD5
ADXCRAD_AA130054_s_at	
ADXCRAD_AA814006_at	
ADXCRAD_AW341531_at	SH3RF2
ADXCRAD_BF683426_at	RPL29
ADXCRAD_AA744682_at	LOC653256
ADXCRAD_BE646396_at	RRBP1
ADXCRAD_BE646396_s_at	RRBP1
ADXCRAD_AI806781_at	
ADXCRAD_T65394_at	
ADXCRAD_T65394_s_at	
ADXCRAD_T65394_x_at	
ADXCRAD_AA054734_at	CIZ1
ADXCRAD_AW450344_at	JMJD2B
ADXCRAD_AI927957_at	
ADXCRAD_AB011146_at	KIAA0574
ADXCRAD_AI693281_at	
ADXCRAD_BF063186_s_at	CALD1
ADXCRAD_N51413_at	
ADXCRAD_N51413_s_at	FLJ30594
ADXCRAD_AU156998_s_at	TDRD3
ADXCRAD_AI380207_at	SP5
ADXCRAD_AI208616_at	
ADXCRAD_BF111312_at	
ADXCRAD_BF111312_s_at	
ADXCRAD_BF062299_at	PTPRD
ADXCRAD_AI660245_s_at	C4A
ADXCRAD_BF510711_at	
ADXCRAD_AI825987_at	
ADXCRAD_AI825987_x_at	
ADXCRAD_AI961147_at	
ADXCRAD_AW444899_at	
ADXCRAD_AI928127_at	SFRS14
ADXCRAD_AI928127_s_at	SFRS14
ADXCRAD_AI928127_x_at	SFRS14
ADXCRAD_AK023737_at	
ADXCRAD_AA227879_at	
ADXCRAD_AW629304_at	
ADXCRAD_AI018174_at	
ADXCRAD_BE673800_at	FAM80A
ADXCRAD_AA521504_at	
ADXCRAD_N57927_at	MARVELD2
ADXCRAD_BE672408_at	
ADXCRAD_BE672408_s_at	
ADXCRAD_U90917_at	FOXM1
ADXCRAD_AA603344_at	
ADXCRAD_AA603344_x_at	C20orf118
ADXCRAD_BE467941_at	ELOVL5
ADXCRAD_BE467941_s_at	ELOVL5
ADXCRAD_AV700696_at	C1orf41
ADXCRAD_AA767763_at	
ADXCRAD_AA863112_at	HNRPD
ADXCRAD_AA602532_at	TPP1
ADXCRAD_AI767250_at	
ADXCRAD_AI767250_s_at	
ADXCRAD_AI650341_at	TMEM9B
ADXCRAD_AI283093_at	FAT3
ADXCRAD_AI127440_at	FREM1
ADXCRAD_AA131302_at	
ADXCRAD_AA131302_x_at	
ADXCRAD_AI800896_s_at	LOC202451
ADXCRAD_AI700506_at	RAD52
ADXCRAD_AI700506_x_at	RAD52
ADXCRAD_AK000179_at	INSL3
ADXCRAD_AK000179_x_at	INSL3
ADXCRAD_AL042220_at	MTMR4
ADXCRAD_AI539361_at	SEPT11
ADXCRAD_AA573115_at	
ADXCRAD_AA573115_x_at	
ADXCRAD_AI742722_at	
ADXCRAD_AI478172_s_at	HGD
ADXCRAD_AA649070_at	
ADXCRAD_BF440025_at	NOV
ADXCRAD_AI929792_at	SNCA
ADXCRAD_AA429598_at	
ADXCRAD_AI627858_at	
ADXCRAD_AA147920_at	YWHAE
ADXCRAD_BE674055_at	
ADXCRAD_AI672373_at	ZNF91
ADXCRAD_AI672373_x_at	ZNF91
ADXCRAD_AA769995_at	
ADXCRAD_AA156933_at	
ADXCRAD_BF063121_at	KLHDC3
ADXCRAD_AA502999_at	
ADXCRAD_AA765470_at	
ADXCRAD_AW195071_at	LOC285147
ADXCRAD_T93562_at	RAD23B
ADXCRAD_BF516337_at	XYLT1
ADXCRAD_AW467480_at	
ADXCRAD_BE467697_at	
ADXCRAD_AW628575_at	
ADXCRAD_AI079329_at	C8orf70
ADXCRAD_AA598661_at	
ADXCRAD_AI885320_at	RPS29
ADXCRAD_AI885320_x_at	RPS29
ADXCRAD_AW614381_at	ARL17P1
ADXCRAD_AA868238_s_at	ITCH
ADXCRAD_AA526387_at	
ADXCRAD_AW070776_at	ZCCHC6
ADXCRAD_AI458297_at	HNRPU
ADXCRAD_AI859065_at	AFG3L1
ADXCRAD_AI859065_s_at	AFG3L1
ADXCRAD_NM_005293_at	GPR20
ADXCRAD_NM_005293_x_at	GPR20
ADXCRAD_M34356_s_at	CREB1
ADXCRAD_AW129967_at	EIF3B
ADXCRAD_AI887702_at	RDH5
ADXCRAD_BE676335_at	
ADXCRAD_BF698797_at	
ADXCRAD_AW015417_at	FAM3C
ADXCRAD_AW015417_x_at	FAM3C
ADXCRAD_AI563950_at	
ADXCRAD_AA830854_s_at	
ADXCRAD_AI268381_at	RSC1A1
ADXCRAD_AI268381_x_at	RSC1A1
ADXCRAD_R99037_at	ACACB
ADXCRAD_R99037_x_at	ACACB
ADXCRAD_AA766296_at	
ADXCRAD_AW014735_at	
ADXCRAD_BF059292_at	KIAA0368
ADXCRAD_AV661977_at	
ADXCRAD_AV661977_x_at	
ADXCRAD_BF038548_at	PAM
ADXCRAD_AL021331_x_at	LOC388524
ADXCRAD_AW197320_at	ATXN1
ADXCRAD_BE672595_at	
ADXCRAD_BE672595_x_at	
ADXCRAD_AC007956_x_at	YLPM1
ADXCRAD_R06783_at	C4orf10
ADXCRAD_R06783_s_at	NOL14
ADXCRAD_R06783_x_at	
ADXCRAD_AU121975_at	PAICS
ADXCRAD_AU121975_x_at	PAICS
ADXCRAD_BF830560_at	
ADXCRAD_AA682425_at	DECR1
ADXCRAD_AF113616_at	MUC3A
ADXCRAD_AF113616_x_at	MUC3A
ADXCRAD_N30158_at	
ADXCRAD_N30158_x_at	
ADXCRAD_AI830490_s_at	GK
ADXCRAD_BG484314_at	SNTB1
ADXCRAD_AA968685_at	
ADXCRAD_AA968685_x_at	
ADXCRAD_AI703162_at	YLPM1
ADXCRAD_AI797677_at	
ADXCRAD_W86183_at	MICAL2
ADXCRAD_AW779983_at	
ADXCRAD_AW516297_at	NOTCH2NL
ADXCRAD_AW516297_x_at	POLR2J4
ADXCRAD_AB037854_at	CTTNBP2NL
ADXCRAD_AB037854_x_at	CTTNBP2NL
ADXCRAD_AI681868_at	
ADXCRAD_AI357539_at	LRCH3
ADXCRAD_AI279296_at	SALL4
ADXCRAD_U50529_s_at	
ADXCRAD_AA705429_at	
ADXCRAD_AW770245_at	
ADXCRAD_AW770245_s_at	
ADXCRAD_AI055865_at	
ADXCRAD_AW029169_at	RRP15
ADXCRAD_BE222610_at	FLJ13611
ADXCRAD_AI299239_at	MSR1
ADXCRAD_AL044570_at	
ADXCRAD_AL044570_x_at	
ADXCRAD_BF508689_at	ZNF311
ADXCRAD_AL137703_at	ZMYND8
ADXCRAD_AW085625_at	ZBTB38
ADXCRAD_AW291664_at	ATP2C2
ADXCRAD_AV700621_at	TGFBR1
ADXCRAD_AI278204_at	HSPB1
ADXCRAD_AI278204_x_at	HSPB1
ADXCRAD_AU147851_at	
ADXCRAD_AU147851_x_at	
ADXCRAD_N63005_s_at	
ADXCRAD_N63005_x_at	
ADXCRAD_R37396_s_at	
ADXCRAD_R37396_x_at	
ADXCRAD_R93413_x_at	
ADXCRAD_AI570526_at	LLGL1
ADXCRAD_AI570526_x_at	LLGL1
ADXCRAD_AL035297_at	SFT2D2
ADXCRAD_AL035297_s_at	SFT2D2
ADXCRAD_AA703280_at	MRPL44
ADXCRAD_AI921882_at	
ADXCRAD_AI921882_x_at	
ADXCRAD_U79277_at	
ADXCRAD_AL080082_at	
ADXCRAD_AC002045_s_at	LOC653786
ADXCRAD_AL050364_at	PKP4
ADXCRAD_AW183154_at	KIF14
ADXCRAD_AI689935_at	HBP1
ADXCRAD_AK023851_s_at	CAPN2
ADXCRAD_AI479440_at	
ADXCRAD_AL080232_x_at	OR7E86P
ADXCRAD_AK022067_at	
ADXCRAD_AI091214_at	RPA1
ADXCRAD_AI418313_at	
ADXCRAD_AI760295_at	
ADXCRAD_AI760295_x_at	
ADXCRAD_AK024911_x_at	REPS2
ADXCRAD_AI971104_at	HOXD13
ADXCRAD_H15073_at	
ADXCRAD_AI523391_at	LOC729839
ADXCRAD_AW468885_at	CYorf15A
ADXCRAD_BE464843_at	SR140
ADXCRAD_AW298219_at	LRCH1
ADXCRAD_H29626_at	
ADXCRAD_H29626_x_at	
ADXCRAD_AI823600_at	
ADXCRAD_AL566294_at	
ADXCRAD_AI377875_s_at	
ADXCRAD_BF114733_at	
ADXCRAD_BE675714_at	
ADXCRAD_AI668706_at	
ADXCRAD_AK026236_at	NUP160
ADXCRAD_AU146983_at	
ADXCRAD_AU146983_x_at	
ADXCRAD_BF510982_at	
ADXCRAD_AU144791_at	MGEA5
ADXCRAD_AW264810_at	CCDC78
ADXCRAD_AL134451_at	
ADXCRAD_AL134451_x_at	
ADXCRAD_AI216567_at	
ADXCRAD_AI216567_x_at	CENTB2
ADXCRAD_H49911_at	
ADXCRAD_H49911_s_at	IGFBP7
ADXCRAD_AK023816_at	
ADXCRAD_AA826176_at	
ADXCRAD_AI583964_at	
ADXCRAD_AK000993_at	C7orf28B
ADXCRAD_AK000993_x_at	C7orf28B
ADXCRAD_AK023187_s_at	GRSF1
ADXCRAD_AW629436_at	
ADXCRAD_AU150078_at	PON2
ADXCRAD_AA947475_at	FGFR1OP2
ADXCRAD_AI074467_at	ZSWIM6
ADXCRAD_AL390143_at	CASC3
ADXCRAD_AU158443_at	PTPRF
ADXCRAD_BE669806_at	LOC650794
ADXCRAD_BE669806_x_at	LOC650794
ADXCRAD_AU144167_at	COL5A2
ADXCRAD_AU144167_x_at	COL5A2
ADXCRAD_AK026723_x_at	LOC646762
ADXCRAD_AI522132_at	C12orf56
ADXCRAD_AL049263_x_at	
ADXCRAD_AB037838_at	
ADXCRAD_AB037838_x_at	
ADXCRAD_BF515755_at	CAPRIN1
ADXCRAD_AJ005683_at	NFAT5
ADXCRAD_AL022724_at	
ADXCRAD_AK000923_at	SENP3
ADXCRAD_AI769477_at	
ADXCRAD_AW519168_at	IGHA1
ADXCRAD_BF114768_at	
ADXCRAD_AV704232_at	
ADXCRAD_AV704232_x_at	MCCC2
ADXCRAD_AI911084_at	
ADXCRAD_AI911084_x_at	
ADXCRAD_AI203404_at	
ADXCRAD_AB028966_at	TTC28
ADXCRAD_BE550429_at	
ADXCRAD_AL109709_at	WDR61
ADXCRAD_AI239732_at	NADK
ADXCRAD_BE504716_at	
ADXCRAD_BE504716_s_at	
ADXCRAD_W90039_at	CD36
ADXCRAD_AK022211_x_at	NQO1
ADXCRAD_AK023063_s_at	TIMM17A
ADXCRAD_AW167424_s_at	PAPLN
ADXCRAD_AI808348_at	STIM1
ADXCRAD_AI672386_at	PLEKHA2
ADXCRAD_AK023843_at	PGF
ADXCRAD_AK023843_x_at	PGF
ADXCRAD_AK024177_at	
ADXCRAD_AI686664_at	
ADXCRAD_AW836210_at	TCL1B
ADXCRAD_AI539426_at	GPR162
ADXCRAD_AU147295_x_at	NRIP1
ADXCRAD_AK025143_at	
ADXCRAD_AK025143_x_at	
ADXCRAD_BF695847_at	LOC729148
ADXCRAD_BF515552_at	
ADXCRAD_BF515552_x_at	
ADXCRAD_AI569792_at	FANCA
ADXCRAD_AK025200_at	RPL23
ADXCRAD_AU144309_at	
ADXCRAD_AU144309_x_at	
ADXCRAD_AK021571_x_at	RPL35A
ADXCRAD_AW814026_at	OR1F2
ADXCRAD_AI810489_at	
ADXCRAD_AW663712_at	KIAA0754
ADXCRAD_AI922538_at	C21orf32
ADXCRAD_AF070575_at	
ADXCRAD_C15240_at	C9orf18
ADXCRAD_BF223935_at	SIPA1L2
ADXCRAD_BF223935_s_at	SIPA1L2
ADXCRAD_AU146646_at	
ADXCRAD_AL080180_x_at	CDK6
ADXCRAD_AL080190_x_at	
ADXCRAD_H46176_s_at	
ADXCRAD_AI693336_at	FOXA1
ADXCRAD_AL049991_at	
ADXCRAD_AI051244_at	
ADXCRAD_AI051244_s_at	
ADXCRAD_AA279462_at	PRKRA
ADXCRAD_BF445178_at	
ADXCRAD_AI732083_at	
ADXCRAD_AU146794_at	
ADXCRAD_AW974815_at	
ADXCRAD_AW974815_x_at	
ADXCRAD_AK024849_x_at	FKBP8
ADXCRAD_AW296190_at	
ADXCRAD_AW296190_x_at	
ADXCRAD_AK024129_x_at	CTBP2
ADXCRAD_AV698647_at	
ADXCRAD_AL137312_x_at	ARGFX
ADXCRAD_AU147194_at	
ADXCRAD_AU148154_at	
ADXCRAD_AU148154_x_at	
ADXCRAD_AU148086_at	
ADXCRAD_AU148086_x_at	
ADXCRAD_AW117547_at	
ADXCRAD_AI474433_at	AP1S3
ADXCRAD_AI474433_x_at	AP1S3
ADXCRAD_AB017007_s_at	PMS2L2
ADXCRAD_AA760860_at	RAB14
ADXCRAD_AW301205_s_at	KIAA1217
ADXCRAD_AC004472_at	
ADXCRAD_AC004472_x_at	
ADXCRAD_AK022316_at	PARVA
ADXCRAD_AW205969_at	
ADXCRAD_T97717_s_at	PSME4
ADXCRAD_AL109707_at	TJP1
ADXCRAD_AI023433_at	GALNT5
ADXCRAD_AK021983_at	
ADXCRAD_AK021983_x_at	
ADXCRAD_AU146391_at	
ADXCRAD_AU146391_x_at	
ADXCRAD_AL080215_at	TFPI
ADXCRAD_AI304853_at	NFRKB
ADXCRAD_AK001327_s_at	TAX1BP3
ADXCRAD_N76327_at	TFRC
ADXCRAD_N76327_x_at	TFRC
ADXCRAD_BF110977_at	CCBL2
ADXCRAD_AK001442_x_at	LOC647070
ADXCRAD_U21915_at	SMN1
ADXCRAD_AK022094_x_at	
ADXCRAD_AA215685_at	
ADXCRAD_AK023778_s_at	WDTC1
ADXCRAD_AA780381_at	MAP2K3
ADXCRAD_AA780381_x_at	MAP2K3
ADXCRAD_AL137654_at	
ADXCRAD_AF241534_at	HYMAI
ADXCRAD_AW452823_at	
ADXCRAD_AI081779_at	SGSM3
ADXCRAD_BF056896_at	SORBS2
ADXCRAD_BF439751_at	RC74
ADXCRAD_X87344_at	HLA-DQB2
ADXCRAD_AW138872_at	
ADXCRAD_BE669707_at	DPYSL3
ADXCRAD_AK024185_at	ERCC3
ADXCRAD_AK024315_x_at	CCDC120
ADXCRAD_AI743607_at	
ADXCRAD_AU146791_at	
ADXCRAD_AU145365_at	
ADXCRAD_AU145365_x_at	
ADXCRAD_AK024958_x_at	NAP1L4
ADXCRAD_AK024937_at	
ADXCRAD_AK023918_x_at	
ADXCRAD_AL039379_at	
ADXCRAD_AU145806_at	NCOA2
ADXCRAD_AK023895_at	
ADXCRAD_AU146580_at	TCF12
ADXCRAD_AU147983_at	
ADXCRAD_AU147182_at	
ADXCRAD_AU147182_x_at	
ADXCRAD_AL109691_at	
ADXCRAD_AL109691_x_at	
ADXCRAD_AK024897_x_at	
ADXCRAD_AK025352_at	
ADXCRAD_AI375694_at	PMS2L1
ADXCRAD_AI375694_x_at	PMS2L1
ADXCRAD_AA393484_s_at	PLCB1
ADXCRAD_AW271626_at	ZNF439
ADXCRAD_AW664026_at	
ADXCRAD_AI151104_at	SEPP1
ADXCRAD_AI151104_x_at	SEPP1
ADXCRAD_AJ276230_at	PLD1
ADXCRAD_L77561_at	TSSK1A
ADXCRAD_AA826948_s_at	ACAD10
ADXCRAD_AA700633_at	CCDC42
ADXCRAD_AL134489_at	ACBD7
ADXCRAD_AL134489_x_at	ACBD7
ADXCRAD_AI821404_at	ATAD1
ADXCRAD_AV700008_at	NEDD4L
ADXCRAD_AB051446_at	
ADXCRAD_AB051446_x_at	
ADXCRAD_AW002398_at	INTS10
ADXCRAD_AU148040_at	
ADXCRAD_AA054642_at	TMEM56
ADXCRAD_AF003738_at	RPS5L
ADXCRAD_AF003738_x_at	
ADXCRAD_BF508786_at	
ADXCRAD_BF056473_at	
ADXCRAD_BE855963_at	CARS2
ADXCRAD_AV693216_s_at	PLXNB1
ADXCRAD_R32065_s_at	PSG1
ADXCRAD_R32065_x_at	PSG1
ADXCRAD_AL359599_at	
ADXCRAD_AV722190_at	PICALM
ADXCRAD_AV722190_s_at	SPP1
ADXCRAD_AK025833_at	NF1
ADXCRAD_AK025833_x_at	NF1
ADXCRAD_BE463978_at	
ADXCRAD_AK024938_at	
ADXCRAD_AI801666_at	
ADXCRAD_AK027128_at	ZNF277P
ADXCRAD_AK021879_at	
ADXCRAD_AK027193_at	
ADXCRAD_AK027193_x_at	FLJ35848
ADXCRAD_AK000864_x_at	
ADXCRAD_AW450288_at	RAD51L1
ADXCRAD_AI522311_at	ZMYM5
ADXCRAD_AI655394_at	
ADXCRAD_AI200896_at	C19orf29
ADXCRAD_AL582804_at	LY9
ADXCRAD_AL582804_x_at	LY9
ADXCRAD_AF070547_at	
ADXCRAD_AL049547_at	C4B
ADXCRAD_AL049547_x_at	C4B
ADXCRAD_AI359676_at	LOC728783
ADXCRAD_AW514168_at	SLC25A36
ADXCRAD_BE670165_at	LOC641467
ADXCRAD_AA732995_at	LOC730273
ADXCRAD_BF434846_at	
ADXCRAD_AL049278_at	XRCC4
ADXCRAD_BG054792_at	DIAPH2
ADXCRAD_AI082738_at	SUB1
ADXCRAD_AI082738_x_at	SUB1
ADXCRAD_AK024584_at	
ADXCRAD_AU145203_at	
ADXCRAD_AC004770_at	RPLP0P2
ADXCRAD_AK027151_at	LAMA4
ADXCRAD_BF062366_at	SNCAIP
